eha_ptid,fcdocket,hilarriid,nididfull,nidid,dam_name,longitude,latitude,state,huc,Pt_Own,OwType,Type,CH_MW,status,HILARRI_2021,EHA_FY2021,EHA_Annual_Capacity,EHA_Annual_CapacityFactor,EHA_Annual_Gross_Generation,ORNL_Retired_FY2020_revised,ORNL_US_Hydropower_DevelopmentPipeline_Data_FY2021,ORNL_CostofMitigatingEnvironmentalImpacts_FY2021,ORNL_Mitigation_Database,EHA_Annual_Net_Generation,hydrosource_id,uri,huc12_uri,comid,comid_uri
hc0805_p01,NA,1379,TN08903,TN08903,CHEROKEE,-83.49815305,36.16662796,TN,60101040301,Tennessee Valley Authority,TVA,HY,135,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,327,https://geoconnex.us/ornl/hydrosource/dams327,https://geoconnex.us/nhdplusv2/huc12/60101040301,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0806_p01,NA,1400,TN06504,TN06504,CHICKAMAUGA,-85.22908444,35.10467134,TN,60200011202,Tennessee Valley Authority,TVA,HY,159.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,328,https://geoconnex.us/ornl/hydrosource/dams328,https://geoconnex.us/nhdplusv2/huc12/60200011202,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0807_p01,NA,1359,TN15501,TN15501,DOUGLAS,-83.53842021,35.96122029,TN,60101070403,Tennessee Valley Authority,TVA,HY,150.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,329,https://geoconnex.us/ornl/hydrosource/dams329,https://geoconnex.us/nhdplusv2/huc12/60101070403,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0808_p01,NA,1360,NC00298,NC00298,FONTANA,-83.80477306,35.45259921,NC,60102020505,Tennessee Valley Authority,TVA,HY,254.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,330,https://geoconnex.us/ornl/hydrosource/dams330,https://geoconnex.us/nhdplusv2/huc12/60102020505,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0809_p01,NA,1375,TN10501,TN10501,FORT LOUDOUN,-84.2427719,35.79149011,TN,60102010211,Tennessee Valley Authority,TVA,HY,153.3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,331,https://geoconnex.us/ornl/hydrosource/dams331,https://geoconnex.us/nhdplusv2/huc12/60102010211,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0809_p01,NA,1374,TN10501,TN10501,FORT LOUDOUN,-84.2427719,35.79149011,TN,60102010211,Tennessee Valley Authority,TVA,HY,153.3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,332,https://geoconnex.us/ornl/hydrosource/dams332,https://geoconnex.us/nhdplusv2/huc12/60102010211,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0810_p01,NA,1381,TN16307,TN16307,FORT PATRICK HENRY,-82.5087622,36.49794857,TN,60101020704,Tennessee Valley Authority,TVA,HY,59.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,333,https://geoconnex.us/ornl/hydrosource/dams333,https://geoconnex.us/nhdplusv2/huc12/60101020704,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0811_p01,NA,1320,TN17704,TN17704,GREAT FALLS,-85.62208394,35.80202813,TN,51301080601,Tennessee Valley Authority,TVA,HY,33.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,334,https://geoconnex.us/ornl/hydrosource/dams334,https://geoconnex.us/nhdplusv2/huc12/51301080601,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0812_p01,NA,1388,AL09501,AL09501,GUNTERSVILLE,-86.39221989,34.42367321,AL,60300020902,Tennessee Valley Authority,TVA,HY,115.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,335,https://geoconnex.us/ornl/hydrosource/dams335,https://geoconnex.us/nhdplusv2/huc12/60300020902,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0813_p01,NA,1406,NC00419,NC00419,HIWASSEE,-84.17756196,35.15152031,NC,60200020902,Tennessee Valley Authority,TVA,HY/PS,70.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,336,https://geoconnex.us/ornl/hydrosource/dams336,https://geoconnex.us/nhdplusv2/huc12/60200020902,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0813_p01,NA,1407,NC00419,NC00419,HIWASSEE,-84.17756196,35.15152031,NC,60200020902,Tennessee Valley Authority,TVA,HY/PS,70.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,337,https://geoconnex.us/ornl/hydrosource/dams337,https://geoconnex.us/nhdplusv2/huc12/60200020902,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0814_p01,NA,1355,KY05017,KY05017,KENTUCKY,-88.27010506,37.01249832,KY,60400051005,Tennessee Valley Authority,TVA,HY,218.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,338,https://geoconnex.us/ornl/hydrosource/dams338,https://geoconnex.us/nhdplusv2/huc12/60400051005,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0815_p01,NA,1358,TN10502,TN10502,MELTON HILL,-84.29992221,35.88569215,TN,60102070404,Tennessee Valley Authority,TVA,HY,72,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,339,https://geoconnex.us/ornl/hydrosource/dams339,https://geoconnex.us/nhdplusv2/huc12/60102070404,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0816_p01,NA,1412,TN11502,TN11502,NICKAJACK,-85.61967979,35.00360192,TN,60200011204,Tennessee Valley Authority,TVA,HY,103.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,340,https://geoconnex.us/ornl/hydrosource/dams340,https://geoconnex.us/nhdplusv2/huc12/60200011204,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0817_p01,NA,1357,TN01302,TN01302,NORRIS,-84.09263395,36.22406974,TN,60102070401,Tennessee Valley Authority,TVA,HY,131.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,341,https://geoconnex.us/ornl/hydrosource/dams341,https://geoconnex.us/nhdplusv2/huc12/60102070401,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0818_p01,NA,1408,GA29101,GA29101,NOTTELY,-84.09019,34.95944,GA,60200020508,Tennessee Valley Authority,TVA,HY,15.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,342,https://geoconnex.us/ornl/hydrosource/dams342,https://geoconnex.us/nhdplusv2/huc12/60200020508,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0819_p01,NA,1413,TN13905,TN13905,OCOEE NO. 1,-84.64757259,35.094212,TN,60200030211,Tennessee Valley Authority,TVA,HY,19,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,343,https://geoconnex.us/ornl/hydrosource/dams343,https://geoconnex.us/nhdplusv2/huc12/60200030211,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0820_p01,NA,1411,TN13908,TN13908,OCOEE NO. 2,-84.49118989,35.08270324,TN,60200030210,Tennessee Valley Authority,TVA,HY,23,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,344,https://geoconnex.us/ornl/hydrosource/dams344,https://geoconnex.us/nhdplusv2/huc12/60200030210,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0821_p01,NA,1410,TN13903,TN13903,OCOEE NO. 3,-84.46680698,35.04067551,TN,60200030210,Tennessee Valley Authority,TVA,HY,28.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,345,https://geoconnex.us/ornl/hydrosource/dams345,https://geoconnex.us/nhdplusv2/huc12/60200030210,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0822_p01,NA,1384,TN07101,TN07101,PICKWICK LANDING,-88.24976635,35.06863551,TN,60400010504,Tennessee Valley Authority,TVA,HY,240,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,346,https://geoconnex.us/ornl/hydrosource/dams346,https://geoconnex.us/nhdplusv2/huc12/60400010504,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0823_p01,NA,1404,TN11501,TN11501,RACCOON MOUNTAIN,-85.40537789,35.04854656,TN,60200011203,Tennessee Valley Authority,TVA,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,347,https://geoconnex.us/ornl/hydrosource/dams347,https://geoconnex.us/nhdplusv2/huc12/60200011203,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0824_p01,NA,1380,TN16305,TN16305,SOUTH HOLSTON,-82.08850001,36.52401819,TN,60101020601,Tennessee Valley Authority,TVA,HY,38.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,348,https://geoconnex.us/ornl/hydrosource/dams348,https://geoconnex.us/nhdplusv2/huc12/60101020601,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0825_p01,NA,1387,TN05102,TN05102,TIMS FORD,-86.27617,35.196698,TN,60300030406,Tennessee Valley Authority,TVA,HY,45.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,349,https://geoconnex.us/ornl/hydrosource/dams349,https://geoconnex.us/nhdplusv2/huc12/60300030406,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0826_p01,NA,1377,TN01903,TN01903,WATAUGA,-82.12259996,36.32297953,TN,60101030306,Tennessee Valley Authority,TVA,HY,57.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,350,https://geoconnex.us/ornl/hydrosource/dams350,https://geoconnex.us/nhdplusv2/huc12/60101030306,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0827_p01,NA,1385,TN12102,TN12102,WATTS BAR,-84.78216649,35.62117864,TN,60200010601,Tennessee Valley Authority,TVA,HY,174.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,351,https://geoconnex.us/ornl/hydrosource/dams351,https://geoconnex.us/nhdplusv2/huc12/60200010601,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0828_p01,NA,1389,AL07701,AL07701,WHEELER,-87.38188415,34.80643207,AL,60300021205,Tennessee Valley Authority,TVA,HY,404,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,352,https://geoconnex.us/ornl/hydrosource/dams352,https://geoconnex.us/nhdplusv2/huc12/60300021205,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0829_p01,NA,1376,TN01904,TN01904,WILBUR,-82.12638619,36.34122533,TN,60101030505,Tennessee Valley Authority,TVA,HY,10.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,353,https://geoconnex.us/ornl/hydrosource/dams353,https://geoconnex.us/nhdplusv2/huc12/60101030505,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0830_p01,NA,1390,AL07702,AL07702,WILSON,-87.62551396,34.79996832,AL,60300050801,Tennessee Valley Authority,TVA,HY,666.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,354,https://geoconnex.us/ornl/hydrosource/dams354,https://geoconnex.us/nhdplusv2/huc12/60300050801,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1001_p01,P-5,2041,MT00226,MT00226,SKQ,-114.2331,47.6774,MT,1.70E+11,Confederated Salish and Kootenai Tribes,Wholesale Power Marketer,HY,207.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,355,https://geoconnex.us/ornl/hydrosource/dams355,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1002_p01,P-18,2322,ID00051,ID00051,TWIN FALLS,-114.3539,42.5899,ID,1.70E+11,Idaho Power Co,Investor-Owned Utility,HY,52.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,356,https://geoconnex.us/ornl/hydrosource/dams356,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1003_p01,P-20,1955,ID00060,ID00060,SODA,-111.6956,42.6442,ID,1.60E+11,PacifiCorp,Investor-Owned Utility,HY,14.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,357,https://geoconnex.us/ornl/hydrosource/dams357,https://geoconnex.us/nhdplusv2/huc12/1.60E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1004_p01,P-20,1954,ID00059,ID00059,GRACE MAIN,-111.7279,42.5873,ID,1.60E+11,PacifiCorp,Investor-Owned Utility,HY,33,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,358,https://geoconnex.us/ornl/hydrosource/dams358,https://geoconnex.us/nhdplusv2/huc12/1.60E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1005_p01,P-20,1966,ID00068,ID00068,ONEIDA MAIN,-111.7489,42.2758,ID,1.60E+11,PacifiCorp,Investor-Owned Utility,HY,30,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,359,https://geoconnex.us/ornl/hydrosource/dams359,https://geoconnex.us/nhdplusv2/huc12/1.60E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1006_p01,P-67,2581,CA00437,CA00437,SHAVER LAKE,-119.303,37.144,CA,1.80E+11,Southern California Edison Co,Investor-Owned Utility,HY,110,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,360,https://geoconnex.us/ornl/hydrosource/dams360,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
